# feature,genomic_accession,start,end,strand,product_accession,name,symbol,locus_tag,feature_interval_length,product_length
CDS,CT971583.1,1231960,1233267,+,CAK23762.1,Zn-dependent peptidase,,SynWH7803_1336,1308,435
CDS,CT971583.1,1233264,1234517,+,CAK23763.1,Predicted Zn-dependent peptidase,,SynWH7803_1337,1254,417
CDS,CT971583.1,1234509,1234736,-,CAK23764.1,Conserved hypothetical protein,,SynWH7803_1338,228,75
CDS,CT971583.1,1234793,1235365,+,CAK23765.1,Uncharacterized BioY family conserved membrane protein,,SynWH7803_1339,573,190
CDS,CT971583.1,1235362,1235868,+,CAK23766.1,Lipoprotein signal peptidase,lspA,SynWH7803_1340,507,168
CDS,CT971583.1,1235855,1238008,+,CAK23767.1,Glycosyltransferase of family GT51; modular; contains a C-terminal transpeptidase domain; probable murein polymerase,,SynWH7803_1341,2154,717
CDS,CT971583.1,1238016,1239611,+,CAK23768.1,Membrane associated GTPase,,SynWH7803_1342,1596,531
CDS,CT971583.1,1239708,1241096,-,CAK23769.1,Pyridoxal-dependent decarboxylase family protein,,SynWH7803_1343,1389,462
CDS,CT971583.1,1241194,1241721,+,CAK23770.1,tRNA-specific adenosine deaminase,tadA,SynWH7803_1344,528,175
CDS,CT971583.1,1241663,1242859,-,CAK23771.1,Alanine--glyoxylate transaminase,"spt, agt",SynWH7803_1345,1197,398
CDS,CT971583.1,1242957,1243481,-,CAK23772.1,Allophycocyanin beta-18 subunit,apcE,SynWH7803_1346,525,174
CDS,CT971583.1,1243695,1245116,+,CAK23773.1,"Glutamine synthetase, glutamate ammonia ligase",glnAI,SynWH7803_1347,1422,473
CDS,CT971583.1,1245126,1245395,-,CAK23774.1,Hypothetical protein,,SynWH7803_1348,270,89
CDS,CT971583.1,1245545,1246615,+,CAK23775.1,SAM-dependent methyltransferase,,SynWH7803_1349,1071,356
CDS,CT971583.1,1246683,1247000,+,CAK23776.1,Conserved hypothetical protein,,SynWH7803_1350,318,105
CDS,CT971583.1,1247270,1247563,+,CAK23777.1,Conserved hypothetical protein,,SynWH7803_1351,294,97
CDS,CT971583.1,1247523,1247987,-,CAK23778.1,Anti-sigma regulatory factor,rsbW,SynWH7803_1352,465,154
CDS,CT971583.1,1248070,1248786,-,CAK23779.1,Conserved hypothetical protein with a GUN4-like domain,,SynWH7803_1353,717,238
CDS,CT971583.1,1248826,1249881,+,CAK23780.1,Predicted ATPase,,SynWH7803_1354,1056,351
CDS,CT971583.1,1249910,1250299,+,CAK23781.1,Photosystem II reaction centre Psb28 protein,psb28,SynWH7803_1355,390,129
CDS,CT971583.1,1250296,1251375,+,CAK23782.1,Predicted permease,,SynWH7803_1356,1080,359
CDS,CT971583.1,1251372,1252373,+,CAK23783.1,Predicted permease,,SynWH7803_1357,1002,333
CDS,CT971583.1,1252475,1252957,-,CAK23784.1,Flavin reductase like domain protein,,SynWH7803_1358,483,160
CDS,CT971583.1,1253073,1253690,+,CAK23785.1,Uncharacterized secreted protein,,SynWH7803_1359,618,205
CDS,CT971583.1,1253735,1253986,-,CAK23786.1,Conserved hypothetical protein,,SynWH7803_1360,252,83
CDS,CT971583.1,1253967,1254959,-,CAK23787.1,Preprotein translocase SecF subunit,secF,SynWH7803_1361,993,330
CDS,CT971583.1,1254963,1256435,-,CAK23788.1,Preprotein translocase SecD subunit,secD,SynWH7803_1362,1473,490
CDS,CT971583.1,1256439,1257422,-,CAK23789.1,Pyruvate dehydrogenase E1 component beta subunit,pdhB,SynWH7803_1363,984,327
CDS,CT971583.1,1257605,1257955,-,CAK23790.1,Uncharacterized conserved membrane protein,,SynWH7803_1364,351,116
CDS,CT971583.1,1257952,1258881,-,CAK23791.1,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,ispE,SynWH7803_1365,930,309
CDS,CT971583.1,1258878,1259720,-,CAK23792.1,Dimethyladenosine transferase,ksgA,SynWH7803_1366,843,280
CDS,CT971583.1,1259841,1260440,+,CAK23793.1,Uridine kinase,udk,SynWH7803_1367,600,199
CDS,CT971583.1,1260780,1261208,-,CAK23794.1,Restriction endonuclease-like,,SynWH7803_1368,429,142
CDS,CT971583.1,1261227,1261451,-,CAK23795.1,Uncharacterized secreted protein,,SynWH7803_1369,225,74
CDS,CT971583.1,1261490,1261810,-,CAK23796.1,Conserved hypothetical protein,,SynWH7803_1370,321,106
CDS,CT971583.1,1261813,1262556,-,CAK23797.1,Pyridoxal phosphate biosynthetic protein PdxJ,pdxJ,SynWH7803_1371,744,247
CDS,CT971583.1,1262762,1263388,+,CAK23798.1,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC,SynWH7803_1372,627,208
CDS,CT971583.1,1263414,1263956,+,CAK23799.1,Uncharacterized conserved secreted protein,,SynWH7803_1373,543,180
CDS,CT971583.1,1264012,1264245,+,CAK23800.1,BolA-like protein,,SynWH7803_1374,234,77
CDS,CT971583.1,1264273,1264596,+,CAK23801.1,Glutaredoxin-related protein,,SynWH7803_1375,324,107
CDS,CT971583.1,1264599,1264868,-,CAK23802.1,Conserved hypothetical protein,,SynWH7803_1376,270,89
CDS,CT971583.1,1264991,1265737,+,CAK23803.1,Two component system response regulator,,SynWH7803_1377,747,248
CDS,CT971583.1,1265685,1266233,-,CAK23804.1,Uncharacterized conserved membrane protein,,SynWH7803_1378,549,182
CDS,CT971583.1,1266237,1266521,-,CAK23805.1,Conserved hypothetical protein,,SynWH7803_1379,285,94
CDS,CT971583.1,1266576,1268096,-,CAK23806.1,Carotenoid isomerase,crtH,SynWH7803_1380,1521,506
CDS,CT971583.1,1268154,1269050,-,CAK23807.1,Cation efflux family protein,,SynWH7803_1381,897,298
CDS,CT971583.1,1269088,1270443,-,CAK23808.1,Protein gid homolog,,SynWH7803_1382,1356,451
CDS,CT971583.1,1270517,1270639,-,CAK23809.1,Photosystem II PsbY protein,psbY,SynWH7803_1383,123,40
CDS,CT971583.1,1270702,1271274,-,CAK23810.1,"Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily",,SynWH7803_1384,573,190
tRNA,CT971583.1,1271381,1271452,+,,tRNA-Lys,,RNA_27,72,
CDS,CT971583.1,1271521,1271907,+,CAK23811.1,Two-component system response regulator (signal receiver domain),,SynWH7803_1385,387,128
CDS,CT971583.1,1271873,1273033,-,CAK23812.1,Two-component system sensor histidine kinase,,SynWH7803_1386,1161,386
CDS,CT971583.1,1273023,1273400,-,CAK23813.1,Putative PAS domain protein,,SynWH7803_1387,378,125
tRNA,CT971583.1,1273502,1273575,+,,tRNA-Pro,,RNA_28,74,
CDS,CT971583.1,1273865,1274212,+,CAK23814.1,Uncharacterized conserved secreted protein,,SynWH7803_1388,348,115
CDS,CT971583.1,1274226,1274462,-,CAK23815.1,Uncharacterized conserved membrane protein,,SynWH7803_1389,237,78
CDS,CT971583.1,1274496,1275293,-,CAK23816.1,Predicted phosphohydrolase,,SynWH7803_1390,798,265
CDS,CT971583.1,1275302,1276414,-,CAK23817.1,Predicted ATPase,,SynWH7803_1391,1113,370
CDS,CT971583.1,1276479,1276919,+,CAK23818.1,Ferric uptake regulator family protein,fur,SynWH7803_1392,441,146
CDS,CT971583.1,1276927,1277400,-,CAK23819.1,Uncharacterized conserved membrane protein,,SynWH7803_1393,474,157
CDS,CT971583.1,1277465,1277725,+,CAK23820.1,Conserved hypothetical protein,,SynWH7803_1394,261,86
CDS,CT971583.1,1277718,1278662,-,CAK23821.1,Predicted Fe-S oxidoreductase,,SynWH7803_1395,945,314
CDS,CT971583.1,1278695,1279456,-,CAK23822.1,Uncharacterized secreted protein,,SynWH7803_1396,762,253
CDS,CT971583.1,1279535,1280446,+,CAK23823.1,Uncharacterized conserved secreted protein,,SynWH7803_1397,912,303
CDS,CT971583.1,1280400,1281620,-,CAK23824.1,Glucosylglycerol-phosphate phosphatase (Salt tolerance protein A),stpA,SynWH7803_1398,1221,406
CDS,CT971583.1,1281773,1283302,+,CAK23825.1,Conserved hypothetical protein,,SynWH7803_1399,1530,509
CDS,CT971583.1,1283299,1285983,-,CAK23826.1,Putative ATPase involved in DNA repair,sbcC,SynWH7803_1400,2685,894
CDS,CT971583.1,1285974,1287119,-,CAK23827.1,DNA repair exonuclease,sbcD,SynWH7803_1401,1146,381
CDS,CT971583.1,1287242,1288378,+,CAK23828.1,Conserved hypothetical protein,,SynWH7803_1402,1137,378
CDS,CT971583.1,1288380,1288961,+,CAK23829.1,Conserved hypothetical protein,,SynWH7803_1403,582,193
CDS,CT971583.1,1288958,1289971,+,CAK23830.1,Uncharacterized conserved secreted protein,,SynWH7803_1404,1014,337
CDS,CT971583.1,1290019,1291278,+,CAK23831.1,Sugar transporter of the MFS superfamily,,SynWH7803_1405,1260,419
CDS,CT971583.1,1291288,1291965,+,CAK23832.1,Conserved hypothetical protein,,SynWH7803_1406,678,225
CDS,CT971583.1,1292018,1293346,+,CAK23833.1,O-Acetyl homoserine sulfhydrylase,cysD,SynWH7803_1407,1329,442
CDS,CT971583.1,1293364,1294257,+,CAK23834.1,Homoserine O-succinyltransferase,metA,SynWH7803_1408,894,297
CDS,CT971583.1,1294277,1294519,+,CAK23835.1,Conserved hypothetical protein,,SynWH7803_1409,243,80
CDS,CT971583.1,1294516,1294812,-,CAK23836.1,Conserved hypothetical protein,,SynWH7803_1410,297,98
CDS,CT971583.1,1294824,1295438,+,CAK23837.1,Alkylated DNA repair protein,alkB,SynWH7803_1411,615,204
CDS,CT971583.1,1295422,1296306,-,CAK23838.1,Predicted permease,,SynWH7803_1412,885,294
CDS,CT971583.1,1296405,1296620,+,CAK23839.1,Hypothetical protein,,SynWH7803_1413,216,71
CDS,CT971583.1,1296605,1297348,-,CAK23840.1,"ABC transporter for amino acids, ATP binding component",,SynWH7803_1414,744,247
CDS,CT971583.1,1297345,1298331,-,CAK23841.1,ABC-type amino acid transport system permease component,,SynWH7803_1415,987,328
CDS,CT971583.1,1298389,1298889,-,CAK23842.1,Uncharacterized conserved membrane protein,,SynWH7803_1416,501,166
CDS,CT971583.1,1298914,1299813,-,CAK23843.1,ABC-type amino acid transport system permease component,,SynWH7803_1417,900,299
CDS,CT971583.1,1299810,1300826,-,CAK23844.1,"ABC transporter, substrate binding protein for amino acids",,SynWH7803_1418,1017,338
CDS,CT971583.1,1300971,1301300,+,CAK23845.1,Uncharacterized secreted protein,,SynWH7803_1419,330,109
CDS,CT971583.1,1301305,1302897,-,CAK23846.1,"Sulfate permease, MFS superfamily",,SynWH7803_1420,1593,530
CDS,CT971583.1,1302928,1304157,-,CAK23847.1,FAD/FMN-containing dehydrogenase,,SynWH7803_1421,1230,409
CDS,CT971583.1,1304208,1305329,+,CAK23848.1,Putative sirohydrochlorin cobaltochelatase,cbiX,SynWH7803_1422,1122,373
CDS,CT971583.1,1305718,1305984,+,CAK23849.1,Conserved hypothetical protein,,SynWH7803_1423,267,88
CDS,CT971583.1,1305959,1307620,-,CAK23850.1,Choline dehydrogenase,betA,SynWH7803_1424,1662,553
tRNA,CT971583.1,1307792,1307868,-,,tRNA-Met,,RNA_29,77,
CDS,CT971583.1,1307922,1308890,-,CAK23851.1,L-asparaginase II,,SynWH7803_1425,969,322
CDS,CT971583.1,1308913,1309407,-,CAK23852.1,Uncharacterized conserved membrane protein,,SynWH7803_1426,495,164
CDS,CT971583.1,1309416,1309781,-,CAK23853.1,Conserved hypothetical protein,,SynWH7803_1427,366,121
CDS,CT971583.1,1309774,1310409,-,CAK23854.1,Conserved hypothetical protein,,SynWH7803_1428,636,211
CDS,CT971583.1,1310528,1313851,+,CAK23855.1,Carbamoylphosphate synthase large subunit,carB,SynWH7803_1429,3324,1107
CDS,CT971583.1,1313877,1314548,+,CAK23856.1,Conserved hypothetical protein,,SynWH7803_1430,672,223
CDS,CT971583.1,1314548,1315915,+,CAK23857.1,Na+/alanine symporter,alsT,SynWH7803_1431,1368,455
CDS,CT971583.1,1315890,1316120,-,CAK23858.1,Conserved hypothetical protein,,SynWH7803_1432,231,76
CDS,CT971583.1,1316157,1317899,-,CAK23859.1,"ABC-type multidrug transport system, ATPase and permease components",mdlB,SynWH7803_1433,1743,580
CDS,CT971583.1,1317939,1318136,+,CAK23860.1,S4-like RNA-binding protein,,SynWH7803_1434,198,65
CDS,CT971583.1,1318170,1318901,+,CAK23861.1,Triosephosphate isomerase,"tpiA, tpi, cbbJ, tim",SynWH7803_1435,732,243
CDS,CT971583.1,1318909,1319742,+,CAK23862.1,Dihydropteroate synthase,folP,SynWH7803_1436,834,277
CDS,CT971583.1,1319786,1320193,+,CAK23863.1,Conserved hypothetical protein,,SynWH7803_1437,408,135
CDS,CT971583.1,1320217,1324230,-,CAK23864.1,Protoporphyrin IX Mg-chelatase subunit,chlH,SynWH7803_1438,4014,1337
CDS,CT971583.1,1324352,1325203,+,CAK23865.1,Dihydrodipicolinate reductase,dapB,SynWH7803_1439,852,283
CDS,CT971583.1,1325210,1325857,+,CAK23866.1,Uncharacterized conserved membrane protein,,SynWH7803_1440,648,215
CDS,CT971583.1,1325922,1326173,+,CAK23867.1,High light inducible protein,hli,SynWH7803_1441,252,83
CDS,CT971583.1,1326190,1327452,+,CAK23868.1,Putative 2-octaprenyl-6-methoxyphenol hydroxylase,ubiH,SynWH7803_1442,1263,420
CDS,CT971583.1,1327439,1327585,+,CAK23869.1,Conserved hypothetical protein,,SynWH7803_1443,147,48
CDS,CT971583.1,1327590,1328108,-,CAK23870.1,Adenine phosphoribosyltransferase,apt,SynWH7803_1444,519,172
CDS,CT971583.1,1328152,1328709,+,CAK23871.1,Conserved hypothetical protein,,SynWH7803_1445,558,185
CDS,CT971583.1,1328715,1329350,+,CAK23872.1,Conserved hypothetical protein,,SynWH7803_1446,636,211
CDS,CT971583.1,1329730,1330059,+,CAK23873.1,Uncharacterized conserved membrane protein,,SynWH7803_1447,330,109
CDS,CT971583.1,1330073,1330540,-,CAK23874.1,Conserved hypothetical protein,,SynWH7803_1448,468,155
CDS,CT971583.1,1330682,1331407,+,CAK23875.1,Two-component system response regulator,,SynWH7803_1449,726,241
CDS,CT971583.1,1331417,1332766,+,CAK23876.1,Two-component system sensor histidine kinase,,SynWH7803_1450,1350,449
CDS,CT971583.1,1332836,1333792,+,CAK23877.1,Conserved hypothetical protein,,SynWH7803_1451,957,318
CDS,CT971583.1,1333812,1334057,+,CAK23878.1,Conserved hypothetical protein,,SynWH7803_1452,246,81
CDS,CT971583.1,1334068,1334295,+,CAK23879.1,Uncharacterized conserved secreted protein,,SynWH7803_1453,228,75
CDS,CT971583.1,1334331,1334471,-,CAK23880.1,Conserved hypothetical protein,,SynWH7803_1454,141,46
CDS,CT971583.1,1334492,1334683,-,CAK23881.1,Conserved hypothetical protein,,SynWH7803_1455,192,63
CDS,CT971583.1,1334760,1335305,-,CAK23882.1,Staphylococcal nuclease homologue,,SynWH7803_1456,546,181
CDS,CT971583.1,1335305,1335886,-,CAK23883.1,Hypothetical protein,,SynWH7803_1457,582,193
CDS,CT971583.1,1336010,1338181,-,CAK23884.1,Glutamate--ammonia ligase,glnN,SynWH7803_1458,2172,723
CDS,CT971583.1,1338229,1339482,-,CAK23885.1,Permease of the major facilitator superfamily / multidrug efflux transporter,proP,SynWH7803_1459,1254,417
CDS,CT971583.1,1339479,1340501,-,CAK23886.1,Glyceraldehyde-3-phosphate dehydrogenase,gap3,SynWH7803_1460,1023,340
CDS,CT971583.1,1340623,1340955,+,CAK23887.1,"Predicted transcriptional regulator, arsR family",arsR,SynWH7803_1461,333,110
CDS,CT971583.1,1340961,1341584,+,CAK23888.1,Conserved hypothetical protein,,SynWH7803_1462,624,207
CDS,CT971583.1,1341600,1342562,+,CAK23889.1,Uncharacterized conserved membrane protein,,SynWH7803_1463,963,320
CDS,CT971583.1,1342685,1342921,+,CAK23890.1,Conserved hypothetical protein,,SynWH7803_1464,237,78
CDS,CT971583.1,1342918,1343319,+,CAK23891.1,Conserved hypothetical protein,,SynWH7803_1465,402,133
CDS,CT971583.1,1343316,1343591,-,CAK23892.1,Uncharacterized conserved secreted protein,,SynWH7803_1466,276,91
CDS,CT971583.1,1343603,1343836,-,CAK23893.1,Uncharacterized secreted protein,,SynWH7803_1467,234,77
CDS,CT971583.1,1343872,1344540,-,CAK23894.1,Lysophospholipase L1 and related esterases,tesA,SynWH7803_1468,669,222
CDS,CT971583.1,1344566,1346092,-,CAK23895.1,ABC-type phosphate/phosphonate transport system permease component,phnC,SynWH7803_1469,1527,508
CDS,CT971583.1,1346092,1346823,-,CAK23896.1,ABC-type phosphate/phosphonate transport system ATPase component,phnE,SynWH7803_1470,732,243
CDS,CT971583.1,1346847,1347746,-,CAK23897.1,ABC-type phosphate/phosphonate transport system periplasmic component,phnD,SynWH7803_1471,900,299
CDS,CT971583.1,1347790,1348968,-,CAK23898.1,Aspartate aminotransferase,aspC,SynWH7803_1472,1179,392
CDS,CT971583.1,1349051,1349503,+,CAK23899.1,Conserved hypothetical protein,,SynWH7803_1473,453,150
CDS,CT971583.1,1349500,1350075,+,CAK23900.1,Uracil-DNA glycosylase,,SynWH7803_1474,576,191
CDS,CT971583.1,1350112,1351347,+,CAK23901.1,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,ispG,SynWH7803_1475,1236,411
CDS,CT971583.1,1351384,1352736,+,CAK23902.1,Carboxyl-terminal processing protease,ctpA,SynWH7803_1476,1353,450
CDS,CT971583.1,1352691,1353206,-,CAK23903.1,Hypothetical protein,,SynWH7803_1477,516,171
CDS,CT971583.1,1353272,1353784,-,CAK23904.1,Uncharacterized conserved secreted protein,,SynWH7803_1478,513,170
CDS,CT971583.1,1353873,1354037,-,CAK23905.1,Hypothetical protein,,SynWH7803_1479,165,54
CDS,CT971583.1,1354129,1357671,-,CAK23906.1,Transcription-repair coupling factor,mfd,SynWH7803_1480,3543,1180
CDS,CT971583.1,1357750,1357989,+,CAK23907.1,Uncharacterized membrane protein,,SynWH7803_1481,240,79
CDS,CT971583.1,1358032,1358571,+,CAK23908.1,Uncharacterized membrane protein,,SynWH7803_1482,540,179
CDS,CT971583.1,1358686,1359546,+,CAK23909.1,Putative group 3 RNA polymerase sigma factor,,SynWH7803_1483,861,286
CDS,CT971583.1,1359473,1360240,-,CAK23910.1,Uncharacterized membrane protein,,SynWH7803_1484,768,255
CDS,CT971583.1,1360324,1360731,+,CAK23911.1,Conserved hypothetical protein,,SynWH7803_1485,408,135
CDS,CT971583.1,1360752,1360943,+,CAK23912.1,Hypothetical protein,,SynWH7803_1486,192,63
CDS,CT971583.1,1360931,1361686,-,CAK23913.1,Conserved hypothetical protein,,SynWH7803_1487,756,251
CDS,CT971583.1,1361693,1362142,-,CAK23914.1,Conserved hypothetical protein,,SynWH7803_1488,450,149
CDS,CT971583.1,1362214,1362864,+,CAK23915.1,"ABC transporter, ATPase component",,SynWH7803_1489,651,216
CDS,CT971583.1,1362886,1363794,+,CAK23916.1,33kD chaperonin,hslO,SynWH7803_1490,909,302
CDS,CT971583.1,1363825,1364514,-,CAK23917.1,Cyanobacteria-specific chaperone containing DnaJ domain fused to a membrane domain,,SynWH7803_1491,690,229
CDS,CT971583.1,1364591,1364812,-,CAK23918.1,Conserved hypothetical protein,,SynWH7803_1492,222,73
CDS,CT971583.1,1365072,1366709,-,CAK23919.1,Peptide chain release factor RF-3,prfC,SynWH7803_1493,1638,545
CDS,CT971583.1,1366706,1367419,-,CAK23920.1,Possible SAM-dependent methyltransferase,,SynWH7803_1494,714,237
CDS,CT971583.1,1367416,1369572,-,CAK23921.1,Small-conductance mechanosensitive channel,mscS,SynWH7803_1495,2157,718
CDS,CT971583.1,1369762,1372092,+,CAK23922.1,Ribonucleotide reductase,,SynWH7803_1496,2331,776
CDS,CT971583.1,1372168,1372479,+,CAK23923.1,Conserved hypothetical protein,,SynWH7803_1497,312,103
CDS,CT971583.1,1372492,1372800,-,CAK23924.1,Hypothetical protein,,SynWH7803_1498,309,102
tRNA,CT971583.1,1372917,1373001,+,,tRNA-Ser,,RNA_30,85,
CDS,CT971583.1,1373491,1374384,+,CAK23925.1,Hypothetical protein,,SynWH7803_1499,894,297
CDS,CT971583.1,1375168,1375470,+,CAK23926.1,Conserved hypothetical protein,,SynWH7803_1500,303,100
CDS,CT971583.1,1375535,1375762,+,CAK23927.1,Hypothetical protein,,SynWH7803_1501,228,75
CDS,CT971583.1,1375812,1376069,-,CAK23928.1,Conserved hypothetical membrane protein,,SynWH7803_1502,258,85
CDS,CT971583.1,1376335,1376532,+,CAK23929.1,Hypothetical protein,,SynWH7803_1503,198,65
CDS,CT971583.1,1377102,1377305,-,CAK23930.1,Hypothetical protein,,SynWH7803_1504,204,67
CDS,CT971583.1,1377324,1377569,-,CAK23931.1,Conserved hypothetical protein,,SynWH7803_1505,246,81
CDS,CT971583.1,1377656,1378312,+,CAK23932.1,Putative serine/threonine specific protein phosphatase,,SynWH7803_1506,657,218
CDS,CT971583.1,1378306,1381623,+,CAK23933.1,Exodeoxyribonuclease V gamma chain,recC,SynWH7803_1507,3318,1105
CDS,CT971583.1,1381620,1385309,+,CAK23934.1,Exodeoxyribonuclease V beta chain,recB,SynWH7803_1508,3690,1229
CDS,CT971583.1,1385306,1386919,+,CAK23935.1,Exodeoxyribonuclease V alpha chain,recD,SynWH7803_1509,1614,537
CDS,CT971583.1,1386953,1387288,+,CAK23936.1,Mannose-6-phosphate isomerase,,SynWH7803_1510,336,111
CDS,CT971583.1,1387391,1389211,+,CAK23937.1,Superfamily II DNA/RNA helicase,,SynWH7803_1511,1821,606
CDS,CT971583.1,1389211,1389489,+,CAK23938.1,Uncharacterized conserved secreted protein,,SynWH7803_1512,279,92
CDS,CT971583.1,1389486,1389683,-,CAK23939.1,Conserved hypothetical protein,,SynWH7803_1513,198,65
CDS,CT971583.1,1389930,1390280,+,CAK23940.1,"RNA-binding protein, RRM domain",rbpD,SynWH7803_1514,351,116
CDS,CT971583.1,1390298,1390504,-,CAK23941.1,Conserved hypothetical protein,,SynWH7803_1515,207,68
CDS,CT971583.1,1390603,1392411,+,CAK23942.1,ABC-type multidrug transport system ATPase and permease components,,SynWH7803_1516,1809,602
CDS,CT971583.1,1392445,1394529,+,CAK23943.1,Possible Na+/H+ antiporter,,SynWH7803_1517,2085,694
CDS,CT971583.1,1394584,1395489,+,CAK23944.1,Possible membrane-bound transcriptional regulator,,SynWH7803_1518,906,301
CDS,CT971583.1,1395538,1396485,+,CAK23945.1,Conserved hypothetical protein with transmembrane domains,,SynWH7803_1519,948,315
CDS,CT971583.1,1396485,1397621,+,CAK23946.1,Conserved hypothetical protein with transmembrane domains,,SynWH7803_1520,1137,378
CDS,CT971583.1,1397636,1399498,+,CAK23947.1,Outer membrane efflux protein,,SynWH7803_1521,1863,620
CDS,CT971583.1,1399481,1399660,-,CAK23948.1,Hypothetical protein with transmembrane domain,,SynWH7803_1522,180,59
CDS,CT971583.1,1399668,1400990,-,CAK23949.1,Membrane-fusion protein,,SynWH7803_1523,1323,440
CDS,CT971583.1,1401061,1401615,-,CAK23950.1,Photosystem II PsbP protein,psbP,SynWH7803_1524,555,184
CDS,CT971583.1,1401690,1402289,+,CAK23951.1,Recombination protein RecR,recR,SynWH7803_1525,600,199
CDS,CT971583.1,1402295,1403206,+,CAK23952.1,Lipoyl synthase,lipA,SynWH7803_1526,912,303
CDS,CT971583.1,1403191,1403688,-,CAK23953.1,Conserved hypothetical protein,,SynWH7803_1527,498,165
CDS,CT971583.1,1403693,1404688,-,CAK23954.1,Putative glutathione S-transferase,,SynWH7803_1528,996,331
CDS,CT971583.1,1404685,1405638,-,CAK23955.1,Glutathione S-transferase family protein,,SynWH7803_1529,954,317
CDS,CT971583.1,1405635,1406612,-,CAK23956.1,Biotin synthase,bioB,SynWH7803_1530,978,325
CDS,CT971583.1,1406639,1407436,-,CAK23957.1,Undecaprenyl pyrophosphate synthetase,uppS,SynWH7803_1531,798,265
CDS,CT971583.1,1407433,1408314,-,CAK23958.1,"Conserved hypothetical membrane protein, possible metal dependent phosphoesterase",,SynWH7803_1532,882,293
CDS,CT971583.1,1408331,1409692,-,CAK23959.1,Diaminopimelate decarboxylase,lysA,SynWH7803_1533,1362,453
CDS,CT971583.1,1409691,1410284,+,CAK23960.1,Predicted acetyltransferase,,SynWH7803_1534,594,197
CDS,CT971583.1,1410442,1412976,+,CAK23961.1,ATP-dependent Clp protease ATP-binding subunit clpA homolog,clpA,SynWH7803_1535,2535,844
CDS,CT971583.1,1413024,1414103,+,CAK23962.1,Glycerol dehydrogenase,gldA,SynWH7803_1536,1080,359
CDS,CT971583.1,1414100,1414966,+,CAK23963.1,Predicted hydrolase or acyltransferase (alpha/beta hydrolase superfamily),,SynWH7803_1537,867,288
CDS,CT971583.1,1414970,1415599,+,CAK23964.1,Conserved hypothetical protein,,SynWH7803_1538,630,209
CDS,CT971583.1,1415596,1416507,-,CAK23965.1,Phosphatidate cytidylyltransferase,cdsA,SynWH7803_1539,912,303
CDS,CT971583.1,1416528,1417925,-,CAK23966.1,Arginine/lysine/ornithine decarboxylase,,SynWH7803_1540,1398,465
CDS,CT971583.1,1418007,1419239,+,CAK23967.1,Permease of the major facilitator superfamily,,SynWH7803_1541,1233,410
CDS,CT971583.1,1419251,1420897,+,CAK23968.1,Predicted protein kinase,aarF,SynWH7803_1542,1647,548
CDS,CT971583.1,1420969,1421448,+,CAK23969.1,Uncharacterized conserved membrane protein,,SynWH7803_1543,480,159
CDS,CT971583.1,1421463,1422431,-,CAK23970.1,"Type II alternative RNA polymerase sigma factor, sigma-70 family",rpoD,SynWH7803_1544,969,322
CDS,CT971583.1,1422560,1423264,+,CAK23971.1,"Two-component system response regulator, phosphate sensing PhoB",phoB,SynWH7803_1545,705,234
CDS,CT971583.1,1423270,1424421,+,CAK23972.1,"Two-component system sensor histidine kinase, phosphate sensing PhoR",phoR,SynWH7803_1546,1152,383
CDS,CT971583.1,1424435,1425166,+,CAK23973.1,16S rRNA pseudouridylate synthase,rsuA,SynWH7803_1547,732,243
CDS,CT971583.1,1425174,1426037,+,CAK23974.1,Conserved hypothetical protein,,SynWH7803_1548,864,287
CDS,CT971583.1,1426001,1427491,-,CAK23975.1,Alpha-glycosidase of family GH77; probable 4-alpha-glucanotransferase,malQ,SynWH7803_1549,1491,496
CDS,CT971583.1,1427546,1428754,-,CAK23976.1,"Coenzyme F420-reducing hydrogenase, beta subunit",frhB,SynWH7803_1550,1209,402
CDS,CT971583.1,1428839,1429834,+,CAK23977.1,LytR-membrane bound transcriptional regulator,lytR,SynWH7803_1551,996,331
CDS,CT971583.1,1429773,1430306,-,CAK23978.1,Conserved hypothetical protein,,SynWH7803_1552,534,177
CDS,CT971583.1,1430405,1431400,+,CAK23979.1,Ribose-phosphate pyrophosphokinase,prs,SynWH7803_1553,996,331
CDS,CT971583.1,1431407,1432564,+,CAK23980.1,Uncharacterized conserved secreted protein,,SynWH7803_1554,1158,385
CDS,CT971583.1,1432585,1435212,-,CAK23981.1,Aminopeptidase N,pepN,SynWH7803_1555,2628,875
CDS,CT971583.1,1435309,1435707,-,CAK23982.1,Uncharacterized conserved secreted protein,,SynWH7803_1556,399,132
CDS,CT971583.1,1435829,1436401,-,CAK23983.1,Conserved hypothetical protein,,SynWH7803_1557,573,190
CDS,CT971583.1,1436514,1437656,+,CAK23984.1,Adaptive-response sensory-kinase SasA,sasA,SynWH7803_1558,1143,380
tRNA,CT971583.1,1437698,1437770,+,,tRNA-Glu,,RNA_31,73,
CDS,CT971583.1,1437842,1438363,-,CAK23985.1,Conserved hypothetical protein,,SynWH7803_1559,522,173
CDS,CT971583.1,1438516,1439694,+,CAK23986.1,Ferredoxin-NADP oxidoreductase,petH,SynWH7803_1560,1179,392
